rowid,ordid,orddt,shpdt,segmt,state,cono,prodid,categ,subct,prdna,sales,order_month,order_day,order_year,order_dayofweek,shipping_delay
2028.0,CA-2024-136469,2024-07-11,2024-07-25,Corporate,Independencia,Norte,TEC-PH-10001817,Periféricos,Monitores,Jabra Elite 85t Bluetooth Cancelación de ruido activa,307.81,7,11,2024,3,14
2029.0,CA-2024-136469,2024-07-11,2024-07-25,Corporate,Miraflores,Centro,OFF-BI-10004492,Componentes,Discos duros (HDD),NVIDIA GeForce RTX 4090 24GB GDDR6X,474.3,7,11,2024,3,14
2030.0,CA-2024-129924,2024-07-12,2024-07-26,Corporate,Pucusana,Sur,OFF-BI-10003314,Periféricos,Auriculares / Headsets,Tuff Stuff Recycled Round Ring Binders,388.41,7,12,2024,4,14
2031.0,CA-2024-129924,2024-07-12,2024-07-26,Corporate,Lurigancho-Chosica,Este,FUR-TA-10004575,Almacenamiento,Tarjetas de memoria,Kingston DataTraveler Max 256GB USB-C 3.2 Gen 2,423.53,7,12,2024,4,14
2032.0,CA-2024-110184,2024-07-12,2024-07-26,Home Office,Magdalena del Mar,Centro,OFF-ST-10000107,Periféricos,Micrófonos,Epson EcoTank ET-4760 Impresora Multifunción,426.05,7,12,2024,4,14
2033.0,CA-2024-110184,2024-07-12,2024-07-26,Home Office,La Victoria,Centro,TEC-PH-10000439,Periféricos,Teclados,Bose QuietComfort Earbuds II Bluetooth Cancelación de ruido,471.36,7,12,2024,4,14
2034.0,CA-2024-131310,2024-07-12,2024-07-26,Consumer,Magdalena del Mar,Centro,FUR-CH-10001797,Almacenamiento,Tarjetas de memoria,Kingston DataTraveler Max 256GB USB-C 3.2 Gen 2,387.12,7,12,2024,4,14
2035.0,CA-2024-126557,2024-07-12,2024-07-26,Consumer,Surco,Centro,FUR-CH-10004477,Almacenamiento,Discos externos,Toshiba Canvio Basics 2TB HDD Externo,323.19,7,12,2024,4,14
2036.0,CA-2024-126557,2024-07-12,2024-07-26,Consumer,Pachacámac,Sur,TEC-PH-10003505,Periféricos,Impresoras,Geemarc AmpliPOWER60,414.22,7,12,2024,4,14
2037.0,CA-2024-126557,2024-07-12,2024-07-26,Consumer,Punta Negra,Sur,TEC-PH-10000526,Periféricos,Auriculares / Headsets,Logitech C920 HD Pro Webcam 1080p,456.81,7,12,2024,4,14
2038.0,CA-2024-126557,2024-07-12,2024-07-26,Consumer,Lurín,Sur,OFF-BI-10003314,Componentes,Unidades de estado sólido (SSD),NVIDIA GeForce RTX 4090 24GB GDDR6X,363.69,7,12,2024,4,14
2039.0,CA-2024-126557,2024-07-12,2024-07-26,Consumer,Lurín,Sur,FUR-FU-10001861,Almacenamiento,Pendrives / USB,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",314.71,7,12,2024,4,14
2040.0,CA-2024-126557,2024-07-12,2024-07-26,Consumer,Independencia,Norte,TEC-PH-10003963,Periféricos,Teclados,HyperX Alloy FPS Pro Teclado Mecánico Tenkeyless,446.1,7,12,2024,4,14
2041.0,CA-2024-114069,2024-07-13,2024-07-27,Consumer,San Miguel,Centro,OFF-BI-10000320,Periféricos,Mouse / Ratones,Samsung Galaxy Buds Pro 2 Conectividad inalámbrica,416.34,7,13,2024,5,14
2042.0,CA-2024-114069,2024-07-13,2024-07-27,Consumer,Ate,Este,FUR-CH-10000595,Almacenamiento,Pendrives / USB,Toshiba Canvio Basics 2TB HDD Externo,429.52,7,13,2024,5,14
2043.0,US-2024-140851,2024-07-13,2024-07-27,Corporate,Barranco,Sur,OFF-PA-10000019,Periféricos,Impresoras,Corsair K95 RGB Platinum Teclado Mecánico,317.68,7,13,2024,5,14
2044.0,US-2024-165862,2024-07-13,2024-07-27,Corporate,Cieneguilla,Este,FUR-TA-10002855,Almacenamiento,Discos externos,Bevis Round Conference Table Top & Single Column Base,332.4,7,13,2024,5,14
2045.0,CA-2024-136364,2024-07-13,2024-07-27,Consumer,Independencia,Norte,FUR-FU-10002501,Almacenamiento,Pendrives / USB,Nu-Dell Executive Frame,339.09000000000003,7,13,2024,5,14
2046.0,US-2024-103905,2024-07-14,2024-07-28,Home Office,San Luis,Centro,OFF-BI-10001098,Periféricos,Micrófonos,Logitech StreamCam Full HD 1080p 60fps,459.1,7,14,2024,6,14
2047.0,US-2024-150532,2024-07-14,2024-07-28,Consumer,Barranco,Sur,OFF-ST-10000760,Periféricos,Teclados,Logitech StreamCam Full HD 1080p 60fps,461.67,7,14,2024,6,14
2048.0,CA-2024-115980,2024-07-15,2024-07-29,Corporate,Los Olivos,Norte,TEC-AC-10003709,Periféricos,Mouse,Razer DeathAdder V2 Ratón Gamer con cable,343.19,7,15,2024,0,14
2049.0,CA-2024-164378,2024-07-15,2024-07-29,Consumer,Lurigancho-Chosica,Este,TEC-AC-10004708,Periféricos,Monitores,Razer DeathAdder V2 Ratón Gamer con cable,460.58,7,15,2024,0,14
2050.0,CA-2024-164378,2024-07-15,2024-07-29,Consumer,Breña,Centro,FUR-CH-10002084,Almacenamiento,Discos externos,SanDisk Ultra Flair USB 3.0 64GB,352.4,7,15,2024,0,14
2051.0,US-2024-156909,2024-07-16,2024-07-30,Consumer,Ate,Este,FUR-CH-10002774,Almacenamiento,Pendrives / USB,SanDisk Ultra Flair USB 3.0 64GB,420.98,7,16,2024,1,14
2052.0,CA-2024-113404,2024-07-16,2024-07-30,Corporate,La Victoria,Centro,FUR-CH-10003312,Almacenamiento,Tarjetas de memoria,LaCie Rugged Mini 4TB HDD Externo,358.05,7,16,2024,1,14
2053.0,CA-2024-113404,2024-07-16,2024-07-30,Corporate,San Juan de Miraflores,Sur,FUR-CH-10004086,Almacenamiento,Discos externos,HP x796w 64GB USB 3.1,375.01,7,16,2024,1,14
2054.0,CA-2024-109778,2024-07-16,2024-07-30,Home Office,Barranco,Sur,OFF-AR-10003759,Periféricos,Teclados,SteelSeries Rival 5 Ratón RGB para Juegos,470.97,7,16,2024,1,14
2055.0,US-2024-166520,2024-07-16,2024-07-30,Corporate,Surquillo,Centro,OFF-PA-10000501,Periféricos,Mouse,Logitech G502 HERO Ratón Gamer con sensor HERO 25K,362.58,7,16,2024,1,14
2056.0,US-2024-166520,2024-07-16,2024-07-30,Corporate,San Luis,Centro,TEC-AC-10001990,Periféricos,Monitores,Canon imageCLASS MF743Cdw Impresora Láser a color,476.78,7,16,2024,1,14
2057.0,CA-2024-146948,2024-07-16,2024-07-30,Home Office,El Agustino,Este,FUR-CH-10004853,Almacenamiento,Pendrives / USB,Samsung T7 Portable SSD 1TB Externo,345.16,7,16,2024,1,14
2058.0,CA-2024-146948,2024-07-16,2024-07-30,Home Office,San Miguel,Centro,OFF-EN-10000483,Componentes,Procesadores (CPU),ASRock Z790 Steel Legend WiFi (Socket LGA1700),446.2,7,16,2024,1,14
2059.0,CA-2024-146948,2024-07-16,2024-07-30,Home Office,San Miguel,Centro,OFF-FA-10001332,Componentes,Tarjetas gráficas (GPU),Toshiba X300 4TB HDD,360.71,7,16,2024,1,14
2060.0,CA-2024-139948,2024-07-17,2024-07-31,Consumer,San Luis,Centro,FUR-FU-10002597,Almacenamiento,Pendrives / USB,SanDisk Ultra Flair USB 3.0 64GB,287.2,7,17,2024,2,14
2061.0,CA-2024-138534,2024-07-17,2024-07-31,Consumer,San Luis,Centro,FUR-BO-10003159,Almacenamiento,Tarjetas de memoria,SanDisk Extreme Pro 128GB USB 3.2 Gen 1,362.83,7,17,2024,2,14
2062.0,US-2024-149629,2024-07-17,2024-07-31,Corporate,Magdalena del Mar,Centro,FUR-BO-10004709,Almacenamiento,Discos externos,Kingston DataTraveler Max 256GB USB-C 3.2 Gen 2,280.54,7,17,2024,2,14
2063.0,US-2024-105046,2024-07-17,2024-07-31,Home Office,San Isidro,Centro,OFF-PA-10004353,Componentes,Placas base,MSI MAG B660 Tomahawk WiFi DDR4 (Socket LGA1700),305.73,7,17,2024,2,14
2064.0,US-2024-105046,2024-07-17,2024-07-31,Home Office,Independencia,Norte,FUR-FU-10004848,Almacenamiento,Tarjetas de memoria,DAX Solid Wood Frames,373.83,7,17,2024,2,14
2065.0,CA-2024-126662,2024-07-17,2024-07-31,Home Office,Ate,Este,TEC-CO-10004202,Periféricos,Auriculares / Headsets,Logitech MX Keys Teclado Inalámbrico Iluminado,300.57,7,17,2024,2,14
2066.0,CA-2024-142342,2024-07-17,2024-07-31,Corporate,Miraflores,Centro,OFF-PA-10004609,Componentes,Procesadores (CPU),Corsair Vengeance LPX 16GB DDR4 3200MHz,315.77,7,17,2024,2,14
2067.0,CA-2024-142342,2024-07-17,2024-07-31,Corporate,Los Olivos,Norte,OFF-ST-10002957,Componentes,Tarjetas gráficas (GPU),Crucial MX500 1TB SATA SSD,353.11,7,17,2024,2,14
2068.0,CA-2024-142342,2024-07-17,2024-07-31,Corporate,Los Olivos,Norte,FUR-BO-10002613,Almacenamiento,Discos externos,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",373.58,7,17,2024,2,14
2069.0,US-2024-142573,2024-07-18,2024-08-01,Consumer,Pueblo Libre,Centro,FUR-TA-10001932,Almacenamiento,Pendrives / USB,SanDisk Extreme Portable SSD 1TB Externo,424.44,7,18,2024,3,14
2070.0,US-2024-142573,2024-07-18,2024-08-01,Consumer,San Isidro,Centro,FUR-CH-10004218,Almacenamiento,Tarjetas de memoria,SanDisk Extreme Pro 128GB USB 3.2 Gen 1,341.86,7,18,2024,3,14
2071.0,US-2024-142573,2024-07-18,2024-08-01,Consumer,San Martín de Porres,Norte,OFF-PA-10000246,Periféricos,Impresoras,Jabra Elite 85t Bluetooth Cancelación de ruido activa,445.28,7,18,2024,3,14
2072.0,US-2024-142573,2024-07-18,2024-08-01,Consumer,San Isidro,Centro,OFF-BI-10003350,Periféricos,Auriculares / Headsets,HP X3000 Ratón Inalámbrico Óptico,432.48,7,18,2024,3,14
2073.0,US-2024-142573,2024-07-18,2024-08-01,Consumer,Lurín,Sur,FUR-CH-10000513,Almacenamiento,Tarjetas de memoria,PNY Turbo Attaché 4 128GB USB 3.0,448.15,7,18,2024,3,14
2074.0,US-2024-160150,2024-07-19,2024-08-02,Consumer,Punta Negra,Sur,OFF-BI-10004352,Periféricos,Micrófonos,Logitech G502 HERO Ratón Gamer con sensor HERO 25K,450.88,7,19,2024,4,14
2075.0,US-2024-150434,2024-07-19,2024-08-02,Corporate,Pachacámac,Sur,TEC-PH-10000895,Periféricos,Teclados,Polycom VVX 310 VoIP phone,416.54,7,19,2024,4,14
2076.0,US-2024-150434,2024-07-19,2024-08-02,Corporate,Punta Negra,Sur,FUR-TA-10004152,Almacenamiento,Tarjetas de memoria,PNY Turbo Attaché 4 128GB USB 3.0,439.58,7,19,2024,4,14
2077.0,US-2024-150434,2024-07-19,2024-08-02,Corporate,Lurín,Sur,OFF-BI-10003694,Periféricos,Monitores,Elgato Facecam Full HD 1080p 60fps para streaming,377.5,7,19,2024,4,14
2078.0,CA-2024-168158,2024-07-19,2024-08-02,Home Office,La Victoria,Centro,OFF-BI-10001759,Componentes,Unidades de estado sólido (SSD),ZOTAC GAMING GeForce RTX 4060 Twin Edge OC 8GB,401.69,7,19,2024,4,14
2079.0,CA-2024-118640,2024-07-20,2024-08-03,Consumer,Lurín,Sur,OFF-ST-10002974,Periféricos,Auriculares / Headsets,Logitech G502 HERO Ratón Gamer con sensor HERO 25K,330.96000000000004,7,20,2024,5,14
2080.0,CA-2024-118640,2024-07-20,2024-08-03,Consumer,Independencia,Norte,FUR-FU-10001475,Almacenamiento,Discos externos,"Contract Clock, 14"", Brown",369.42,7,20,2024,5,14
2081.0,CA-2024-160472,2024-07-20,2024-08-03,Consumer,Magdalena del Mar,Centro,OFF-ST-10000464,Periféricos,Micrófonos,Microsoft Sculpt Ergonomic Keyboard,321.89,7,20,2024,5,14
2082.0,CA-2024-160472,2024-07-20,2024-08-03,Consumer,Independencia,Norte,TEC-AC-10002253,Periféricos,Teclados,Imation Bio 8GB USB Flash Drive Imation Corp,462.02,7,20,2024,5,14
2083.0,CA-2024-160472,2024-07-20,2024-08-03,Consumer,San Juan de Lurigancho,Este,OFF-EN-10000483,Periféricos,Mouse / Ratones,Elgato Facecam Full HD 1080p 60fps para streaming,305.6,7,20,2024,5,14
2084.0,CA-2024-160472,2024-07-20,2024-08-03,Consumer,Breña,Centro,OFF-ST-10003442,Periféricos,Monitores,Eldon Portable Mobile Manager,320.09000000000003,7,20,2024,5,14
2085.0,CA-2024-122035,2024-07-20,2024-08-03,Corporate,Chorrillos,Sur,OFF-BI-10000404,Periféricos,Impresoras,HP X3000 Ratón Inalámbrico Óptico,438.01,7,20,2024,5,14
2086.0,CA-2024-122035,2024-07-20,2024-08-03,Corporate,Comas,Norte,TEC-AC-10003095,Periféricos,Auriculares / Headsets,Logitech G35 7.1-Channel Surround Sound Headset,391.18,7,20,2024,5,14
2087.0,CA-2024-143903,2024-07-20,2024-08-03,Home Office,Lurigancho-Chosica,Este,FUR-FU-10003724,Almacenamiento,Pendrives / USB,Samsung BAR Plus 64GB USB 3.1,354.7,7,20,2024,5,14
2088.0,CA-2024-143903,2024-07-20,2024-08-03,Home Office,Miraflores,Centro,FUR-CH-10002024,Almacenamiento,Tarjetas de memoria,Crucial X8 1TB SSD Externo,377.65,7,20,2024,5,14
2089.0,CA-2024-150497,2024-07-20,2024-08-03,Corporate,Lurigancho-Chosica,Este,OFF-BI-10004600,Periféricos,Teclados,Ibico Ibimaster 300 Manual Binding System,351.49,7,20,2024,5,14
2090.0,US-2024-122784,2024-07-20,2024-08-03,Consumer,Pucusana,Sur,FUR-BO-10004690,Almacenamiento,Pendrives / USB,PNY Turbo Attaché 4 128GB USB 3.0,460.05,7,20,2024,5,14
2091.0,US-2024-122784,2024-07-20,2024-08-03,Consumer,Lurigancho-Chosica,Este,TEC-PH-10001557,Periféricos,Monitores,Microsoft Bluetooth Mouse Ratón Inalámbrico,346.1,7,20,2024,5,14
2092.0,US-2024-122784,2024-07-20,2024-08-03,Consumer,San Juan de Miraflores,Sur,FUR-BO-10002545,Almacenamiento,Discos externos,Seagate Backup Plus Slim 2TB HDD Externo,415.99,7,20,2024,5,14
2093.0,CA-2024-142965,2024-07-20,2024-08-03,Consumer,Comas,Norte,OFF-BI-10000977,Componentes,Discos duros (HDD),Ibico Plastic Spiral Binding Combs,299.78,7,20,2024,5,14
2094.0,CA-2024-116932,2024-07-21,2024-08-04,Corporate,Pueblo Libre,Centro,FUR-TA-10004175,Almacenamiento,Tarjetas de memoria,"Hon 30"" x 60"" Table with Locking Drawer",318.81,7,21,2024,6,14
2095.0,US-2024-158505,2024-07-21,2024-08-04,Consumer,La Victoria,Centro,OFF-AR-10001044,Componentes,Placas base,AMD Ryzen 3 4100 4 núcleos 8 hilos,416.4,7,21,2024,6,14
2096.0,US-2024-160465,2024-07-21,2024-08-04,Home Office,San Juan de Lurigancho,Este,OFF-BI-10001670,Componentes,Fuentes de poder,Vinyl Sectional Post Binders,401.85,7,21,2024,6,14
2097.0,US-2024-160465,2024-07-21,2024-08-04,Home Office,Comas,Norte,OFF-ST-10000136,Componentes,Refrigeración,Thermaltake UX200 ARGB Lighting Air Cooler,363.9,7,21,2024,6,14
2098.0,US-2024-160465,2024-07-21,2024-08-04,Home Office,San Luis,Centro,TEC-PH-10004522,Periféricos,Monitores,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,301.79,7,21,2024,6,14
2099.0,CA-2024-127691,2024-07-22,2024-08-05,Consumer,Miraflores,Centro,TEC-AC-10002567,Periféricos,Impresoras,Razer Kiyo Pro Webcam Full HD con HDR y sensor Sony,339.44,7,22,2024,0,14
2100.0,CA-2024-109750,2024-07-22,2024-08-05,Corporate,Villa El Salvador,Sur,TEC-PH-10000702,Periféricos,Auriculares / Headsets,HP X3000 Ratón Inalámbrico Óptico,399.98,7,22,2024,0,14
2101.0,US-2024-119137,2024-07-23,2024-08-06,Consumer,Carabayllo,Norte,TEC-AC-10003911,Periféricos,Webcams,Canon imageCLASS MF743Cdw Impresora Láser a color,456.22,7,23,2024,1,14
2102.0,US-2024-119137,2024-07-23,2024-08-06,Consumer,Pucusana,Sur,OFF-AR-10000658,Periféricos,Micrófonos,Logitech G502 HERO Ratón Gamer con sensor HERO 25K,349.49,7,23,2024,1,14
2103.0,US-2024-119137,2024-07-23,2024-08-06,Consumer,Lurigancho-Chosica,Este,TEC-AC-10002076,Periféricos,Teclados,Microsoft Natural Keyboard Elite,381.58,7,23,2024,1,14
2104.0,CA-2024-117240,2024-07-23,2024-08-06,Corporate,La Victoria,Centro,OFF-BI-10000848,Periféricos,Mouse / Ratones,HP OfficeJet Pro 9015 Impresora Multifunción,414.98,7,23,2024,1,14
2105.0,CA-2024-120810,2024-07-23,2024-08-06,Home Office,Santa Rosa,Centro,FUR-FU-10002253,Almacenamiento,Pendrives / USB,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",463.56,7,23,2024,1,14
2106.0,US-2024-169320,2024-07-23,2024-08-06,Consumer,El Agustino,Este,OFF-AR-10003602,Componentes,Procesadores (CPU),MSI MAG B660 Tomahawk WiFi DDR4 (Socket LGA1700),438.54,7,23,2024,1,14
2107.0,CA-2024-124044,2024-07-23,2024-08-06,Consumer,Barranco,Sur,OFF-BI-10003460,Componentes,Tarjetas gráficas (GPU),AMD Radeon RX 6800 XT 16GB GDDR6,385.57,7,23,2024,1,14
2108.0,CA-2024-120810,2024-07-24,2024-08-07,Home Office,Punta Hermosa,Sur,OFF-AP-10002892,Periféricos,Webcams,Belkin F5C206VTEL 6 Outlet Surge,288.23,7,24,2024,2,14
2109.0,US-2024-150161,2024-07-25,2024-08-08,Home Office,Independencia,Norte,OFF-BI-10001524,Periféricos,Micrófonos,HP X3000 Ratón Inalámbrico Óptico,372.07,7,25,2024,3,14
2110.0,CA-2024-143917,2024-07-25,2024-08-08,Consumer,Jesús María,Centro,OFF-SU-10000151,Periféricos,Teclados,Logitech StreamCam Full HD 1080p 60fps,315.25,7,25,2024,3,14
2111.0,CA-2024-148635,2024-07-25,2024-08-08,Consumer,Pucusana,Sur,OFF-FA-10004395,Periféricos,Mouse / Ratones,Redragon K552 Kumara Teclado Mecánico Compacto,413.77,7,25,2024,3,14
2112.0,CA-2024-148635,2024-07-25,2024-08-08,Consumer,Magdalena del Mar,Centro,FUR-BO-10002213,Almacenamiento,Tarjetas de memoria,"Sauder Forest Hills Library, Woodland Oak Finish",461.21,7,25,2024,3,14
2113.0,CA-2024-146528,2024-07-25,2024-08-08,Home Office,Lurigancho-Chosica,Este,OFF-PA-10002195,Periféricos,Impresoras,Logitech M185 Ratón Inalámbrico Compacto,388.3,7,25,2024,3,14
2114.0,CA-2024-125640,2024-07-25,2024-08-08,Consumer,Surco,Centro,OFF-LA-10004178,Componentes,Procesadores (CPU),NZXT Kraken X63 RGB Enfriamiento Líquido 280mm,398.96,7,25,2024,3,14
2115.0,US-2024-140200,2024-07-26,2024-08-09,Consumer,Surco,Centro,FUR-TA-10002356,Almacenamiento,Tarjetas de memoria,SanDisk Extreme Portable SSD 1TB Externo,303.41,7,26,2024,4,14
2116.0,CA-2024-126760,2024-07-26,2024-08-09,Consumer,San Juan de Lurigancho,Este,TEC-PH-10001363,Periféricos,Micrófonos,Logitech C920 HD Pro Webcam 1080p,443.88,7,26,2024,4,14
2117.0,CA-2024-126760,2024-07-26,2024-08-09,Consumer,Pachacámac,Sur,FUR-CH-10003312,Almacenamiento,Pendrives / USB,SanDisk Ultra Flair USB 3.0 64GB,453.69,7,26,2024,4,14
2118.0,CA-2024-126760,2024-07-26,2024-08-09,Consumer,Breña,Centro,FUR-FU-10004018,Almacenamiento,Tarjetas de memoria,Tensor Computer Mounted Lamp,330.88,7,26,2024,4,14
2119.0,CA-2024-136735,2024-07-26,2024-08-09,Consumer,Lurigancho-Chosica,Este,OFF-EN-10002230,Componentes,Placas base,NVIDIA GeForce RTX 3060 Ti 8GB GDDR6,326.87,7,26,2024,4,14
2120.0,CA-2024-124709,2024-07-27,2024-08-10,Consumer,Surquillo,Centro,TEC-AC-10002842,Periféricos,Impresoras,Microsoft Bluetooth Mouse Ratón Inalámbrico,339.13,7,27,2024,5,14
2121.0,CA-2024-123239,2024-07-27,2024-08-10,Consumer,Miraflores,Centro,FUR-FU-10001602,Almacenamiento,Tarjetas de memoria,Kingston DataTraveler Max 256GB USB-C 3.2 Gen 2,415.14,7,27,2024,5,14
2122.0,US-2024-150126,2024-07-27,2024-08-10,Corporate,Villa María del Triunfo,Sur,OFF-PA-10002709,Componentes,Procesadores (CPU),AMD Ryzen 7 7700X 8 núcleos 16 hilos,417.6,7,27,2024,5,14
2123.0,CA-2024-130841,2024-07-28,2024-08-11,Corporate,San Miguel,Centro,OFF-BI-10000145,Periféricos,Micrófonos,Zipper Ring Binder Pockets,383.87,7,28,2024,6,14
2124.0,CA-2024-130841,2024-07-28,2024-08-11,Corporate,Villa María del Triunfo,Sur,TEC-PH-10001817,Periféricos,Teclados,Razer BlackWidow V3 Teclado Mecánico RGB,361.52,7,28,2024,6,14
2125.0,CA-2024-131541,2024-07-28,2024-08-11,Consumer,Pucusana,Sur,OFF-FA-10000621,Componentes,Discos duros (HDD),Western Digital Black 1TB HDD,297.91,7,28,2024,6,14
2126.0,CA-2024-131541,2024-07-28,2024-08-11,Consumer,Pachacámac,Sur,FUR-FU-10003623,Almacenamiento,Pendrives / USB,"DataProducts Ampli Magnifier Task Lamp, Black,",458.25,7,28,2024,6,14
2127.0,CA-2024-131541,2024-07-28,2024-08-11,Consumer,Miraflores,Centro,OFF-EN-10000781,Componentes,Placas base,Intel 670p 1TB NVMe M.2 SSD,290.76,7,28,2024,6,14
2128.0,CA-2024-101483,2024-07-29,2024-08-12,Consumer,Santa Rosa,Centro,TEC-PH-10003442,Periféricos,Auriculares / Headsets,Microsoft Bluetooth Mouse Ratón Inalámbrico,317.33,7,29,2024,0,14
2129.0,US-2024-113852,2024-07-29,2024-08-12,Consumer,Los Olivos,Norte,TEC-AC-10003027,Periféricos,Webcams,AverMedia PW513 4K UHD Webcam,451.22,7,29,2024,0,14
2130.0,CA-2024-130771,2024-07-29,2024-08-12,Corporate,San Martín de Porres,Norte,TEC-PH-10002496,Periféricos,Micrófonos,Corsair K95 RGB Platinum Teclado Mecánico,306.07,7,29,2024,0,14
2131.0,CA-2024-146031,2024-07-29,2024-08-12,Consumer,Chorrillos,Sur,OFF-AR-10002656,Periféricos,Teclados,Sanford Liquid Accent Highlighters,397.13,7,29,2024,0,14
2132.0,US-2024-130953,2024-07-29,2024-08-12,Consumer,San Miguel,Centro,OFF-BI-10004828,Componentes,Memoria RAM,GBC Poly Designer Binding Covers,383.2,7,29,2024,0,14
2133.0,US-2024-130953,2024-07-29,2024-08-12,Consumer,Magdalena del Mar,Centro,TEC-PH-10003012,Periféricos,Monitores,SteelSeries Rival 5 Ratón RGB para Juegos,365.35,7,29,2024,0,14
2134.0,US-2024-130953,2024-07-29,2024-08-12,Consumer,Independencia,Norte,OFF-AP-10002311,Componentes,Unidades de estado sólido (SSD),SanDisk Extreme Pro 1TB NVMe M.2 SSD,290.2,7,29,2024,0,14
2135.0,CA-2024-155334,2024-07-30,2024-08-13,Consumer,San Miguel,Centro,TEC-AC-10003628,Periféricos,Auriculares / Headsets,Razer DeathAdder V2 Ratón Gamer con cable,317.61,7,30,2024,1,14
2136.0,CA-2024-155334,2024-07-30,2024-08-13,Consumer,Breña,Centro,FUR-FU-10003274,Almacenamiento,Tarjetas de memoria,HP x796w 64GB USB 3.1,472.56,7,30,2024,1,14
2137.0,CA-2024-155334,2024-07-30,2024-08-13,Consumer,Pucusana,Sur,OFF-BI-10002557,Periféricos,Micrófonos,Presstex Flexible Ring Binders,344.81,7,30,2024,1,14
2138.0,CA-2024-167913,2024-07-30,2024-08-13,Consumer,Lurigancho-Chosica,Este,OFF-ST-10000585,Periféricos,Teclados,Brother HL-L2350DW Impresora Láser,342.59000000000003,7,30,2024,1,14
2139.0,CA-2024-167913,2024-07-30,2024-08-13,Consumer,Breña,Centro,OFF-LA-10002787,Periféricos,Mouse,Razer DeathAdder V2 Ratón Gamer con cable,357.95,7,30,2024,1,14
2140.0,CA-2024-132507,2024-07-30,2024-08-13,Corporate,Barranco,Sur,OFF-ST-10000943,Periféricos,Monitores,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,308.94,7,30,2024,1,14
2141.0,CA-2024-111192,2024-07-30,2024-08-13,Corporate,Jesús María,Centro,FUR-BO-10002916,Almacenamiento,Pendrives / USB,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",431.96,7,30,2024,1,14
2142.0,CA-2024-124891,2024-07-31,2024-08-14,Consumer,Breña,Centro,FUR-TA-10002903,Almacenamiento,Tarjetas de memoria,Samsung BAR Plus 64GB USB 3.1,351.79,7,31,2024,2,14
2143.0,CA-2024-121909,2024-07-31,2024-08-14,Corporate,Magdalena del Mar,Centro,OFF-PA-10003790,Periféricos,Webcams,Logitech G502 HERO Ratón Gamer con sensor HERO 25K,474.78,7,31,2024,2,14
2144.0,CA-2024-125752,2024-07-31,2024-08-14,Home Office,Santa Anita,Este,TEC-AC-10003590,Periféricos,Micrófonos,Logitech M185 Ratón Inalámbrico Compacto,290.31,7,31,2024,2,14
2145.0,CA-2024-164427,2024-07-31,2024-08-14,Corporate,San Juan de Miraflores,Sur,TEC-AC-10004469,Periféricos,Teclados,Microsoft Sculpt Comfort Mouse,413.13,7,31,2024,2,14
2146.0,CA-2024-135034,2024-08-01,2024-08-15,Consumer,Independencia,Norte,TEC-PH-10003931,Periféricos,Mouse / Ratones,Corsair K95 RGB Platinum Teclado Mecánico,689.75,8,1,2024,3,14
2147.0,CA-2024-133235,2024-08-01,2024-08-15,Consumer,Santa Rosa,Centro,TEC-PH-10002660,Periféricos,Monitores,Nortel Networks T7316 E Nt8 B27,830.94,8,1,2024,3,14
2148.0,CA-2024-153388,2024-08-01,2024-08-15,Home Office,Surquillo,Centro,OFF-AR-10001868,Periféricos,Impresoras,Elgato Facecam Full HD 1080p 60fps para streaming,760.58,8,1,2024,3,14
2149.0,CA-2024-153388,2024-08-01,2024-08-15,Home Office,Pueblo Libre,Centro,FUR-TA-10003715,Almacenamiento,Discos externos,Hon 2111 Invitation Series Corner Table,744.25,8,1,2024,3,14
2150.0,CA-2024-162691,2024-08-01,2024-08-15,Corporate,Breña,Centro,TEC-MA-10000488,Periféricos,Webcams,Bady BDG101FRU Card Printer,835.26,8,1,2024,3,14
2151.0,CA-2024-117345,2024-08-01,2024-08-15,Corporate,Comas,Norte,OFF-LA-10000240,Periféricos,Micrófonos,Logitech C920 HD Pro Webcam 1080p,835.45,8,1,2024,3,14
2152.0,CA-2024-117345,2024-08-01,2024-08-15,Corporate,Pueblo Libre,Centro,OFF-AP-10001005,Periféricos,Teclados,Apple AirPods Pro 2 gen MagSafe USB-C Cancelación de ruido,855.64,8,1,2024,3,14
2153.0,CA-2024-117345,2024-08-01,2024-08-15,Corporate,Comas,Norte,OFF-PA-10002377,Periféricos,Mouse,Razer DeathAdder V2 Ratón Gamer con cable,760.55,8,1,2024,3,14
2154.0,CA-2024-152296,2024-08-01,2024-08-15,Consumer,Santa Anita,Este,OFF-BI-10004506,Periféricos,Monitores,Microsoft LifeCam HD-3000 720p,784.31,8,1,2024,3,14
2155.0,CA-2024-124576,2024-08-01,2024-08-15,Corporate,San Luis,Centro,OFF-BI-10002735,Periféricos,Impresoras,Redragon M602 RGB Centrophorus Ratón Gamer,760.33,8,1,2024,3,14
2156.0,CA-2024-162684,2024-08-01,2024-08-15,Home Office,Comas,Norte,OFF-FA-10000992,Periféricos,Auriculares / Headsets,Epson EcoTank ET-4760 Impresora Multifunción,768.27,8,1,2024,3,14
